"DECL","PERIOD","PRCCODE","PRCCODE_LABEL","INDICATORS","Value","Flag and Footnotes"
"EU25TOTALS","Jan.-Dec. 2010","31011110","Office metal drawing tables (excluding those designed/fitted with machines or instruments as part of the table)","PRODVAL","8,946,646",""
"EU27TOTALS","Jan.-Dec. 2010","31011110","Office metal drawing tables (excluding those designed/fitted with machines or instruments as part of the table)","PRODVAL","8,952,646",""
"Cyprus","Jan.-Dec. 2010","31011110","Office metal drawing tables (excluding those designed/fitted with machines or instruments as part of the table)","PRODVAL","0",""
"France","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL","160,180,374",""
"Netherlands","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL","70,782,000",""
"Germany","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL","126,806,839",""
"Italy","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL","238,939,000",""
"United Kingdom","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL","100,445,304",""
"Ireland","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Denmark","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL","15,939,065",""
"Greece","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL","11,580,926",""
"Portugal","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL","56,739,248",""
"Spain","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL","52,573,130",""
"Belgium","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL","21,229,694",""
"Luxemburg","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL","0",""
"Iceland","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL","0",""
"Norway","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL","0",""
"Sweden","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL","20,442,054",""
"Finland","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL","7,462,397",""
"Austria","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL","11,963,700",""
"Malta","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL","0",""
"Estonia","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL","721,051",""
"Latvia","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Lithuania","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL","263,236",""
"Poland","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Czech Republic","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL","11,953,844",""
"Slovakia","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL","4,379,368",""
"Hungary","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL","387,153",""
"Romania","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL","336,630",""
"Bulgaria","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL","1,177,523",""
"Slovenia","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Croatia","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL","594,958",""
"EU25TOTALS","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL","926,485,847",""
"EU27TOTALS","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL","928,000,000",""
"Cyprus","Jan.-Dec. 2010","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL","0",""
"France","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL","158,892,182",""
"Netherlands","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL","91,904,000",""
"Germany","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL","230,943,027",""
"Italy","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL","172,602,000",""
"United Kingdom","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL","186,097,641",""
"Ireland","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Denmark","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL","9,651,417",""
"Greece","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL","5,966,878",""
"Portugal","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL","56,446,540",""
"Spain","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL","61,662,358",""
"Belgium","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL","53,533,067",""
"Luxemburg","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL","0",""
"Iceland","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Norway","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Sweden","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL","34,627,096",""
"Finland","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL","35,469,789",""
"Austria","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL","9,865,000",""
"Malta","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL","0",""
"Estonia","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL","3,642,900",""
"Latvia","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Lithuania","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL","236,822",""
"Poland","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL","20,630,611",""
"Czech Republic","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL","15,090,215",""
"Slovakia","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL","32,784,126",""
"Hungary","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL","888,039",""
"Romania","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL","9,387,369",""
"Bulgaria","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL","1,147,357",""
"Slovenia","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Croatia","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL","7,661,713",""
"EU25TOTALS","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL","1,186,478,672",""
"EU27TOTALS","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL","1,197,013,398",""
"Cyprus","Jan.-Dec. 2010","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL","0",""
"France","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL","182,178,149",""
"Netherlands","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL","25,370,000",""
"Germany","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL","844,229,141",""
"Italy","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL","1,287,408,000",""
"United Kingdom","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL","305,160,636",""
"Ireland","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL","9,875,000",""
"Denmark","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL","92,000,859",""
"Greece","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL","18,413,418",""
"Portugal","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL","38,328,634",""
"Spain","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL","171,841,179",""
"Belgium","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL","17,980,188",""
"Luxemburg","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL","0",""
"Iceland","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL",":",""
"Norway","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL","15,603,488",""
"Sweden","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL",":",""
"Finland","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL","55,001,157",""
"Austria","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL","71,737,500",""
"Malta","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL","0",""
"Estonia","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL","4,486,023",""
"Latvia","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL","7,800,176",""
"Lithuania","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL","14,047,527",""
"Poland","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL","87,794,603",""
"Czech Republic","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL","42,913,621",""
"Slovakia","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL","9,327,717",""
"Hungary","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL","22,073,189",""
"Romania","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL","14,541,417",""
"Bulgaria","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL","19,774,865",""
"Slovenia","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL","19,071,000",""
"Croatia","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL","22,918,848",""
"EU25TOTALS","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL","3,613,178,029",""
"EU27TOTALS","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL","3,647,494,311",""
"Cyprus","Jan.-Dec. 2010","31011200","Wooden furniture of a kind used in offices","PRODVAL","0",""
"France","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL","468,975,298",""
"Netherlands","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL","411,148,000",""
"Germany","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL","964,381,891",""
"Italy","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL","11,774,000",""
"United Kingdom","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL","406,319,360",""
"Ireland","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL","31,895,000",""
"Denmark","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL","86,223,732",""
"Greece","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL","5,244,235",""
"Portugal","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL","1,575,077",""
"Spain","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL","360,347,656",""
"Belgium","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL","58,119,920",""
"Luxemburg","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL","0",""
"Iceland","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL",":",""
"Norway","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL",":",""
"Sweden","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL","67,311,189",""
"Finland","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL","63,807,565",""
"Austria","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL","10,134,100",""
"Malta","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL","0",""
"Estonia","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL","9,034,934",""
"Latvia","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL","2,203,611",""
"Lithuania","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL","26,219,271",""
"Poland","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL","38,345,733",""
"Czech Republic","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL","28,214,958",""
"Slovakia","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL",":",""
"Hungary","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL","16,553,329",""
"Romania","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL","10,150,894",""
"Bulgaria","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL","12,605,072",""
"Slovenia","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL","3,999,948",""
"Croatia","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL","8,757,204",""
"EU25TOTALS","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL","3,072,644,034",""
"EU27TOTALS","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL","3,095,400,000",""
"Cyprus","Jan.-Dec. 2010","31011300","Wooden furniture for shops","PRODVAL","0",""
"France","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL","811,632,704",""
"Netherlands","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL","233,715,000",""
"Germany","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL","3,489,757,404",""
"Italy","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL","2,549,850,000",""
"United Kingdom","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL","1,195,121,468",""
"Ireland","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL","743,987,000",""
"Denmark","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL","329,678,407",""
"Greece","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL","36,114,448",""
"Portugal","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL","106,430,150",""
"Spain","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL","506,861,554",""
"Belgium","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL","181,642,118",""
"Luxemburg","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL","0",""
"Iceland","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL","7,377,865",""
"Norway","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL","70,776,957",""
"Sweden","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL",":",""
"Finland","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL","243,063,411",""
"Austria","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL","166,342,000",""
"Malta","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL","0",""
"Estonia","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL","18,506,065",""
"Latvia","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL","6,054,800",""
"Lithuania","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL","6,987,604",""
"Poland","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL","196,647,032",""
"Czech Republic","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL","49,473,936",""
"Slovakia","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL","18,031,981",""
"Hungary","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL","12,809,267",""
"Romania","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL","38,122,582",""
"Bulgaria","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL","14,191,635",""
"Slovenia","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL","28,343,360",""
"Croatia","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL","22,426,001",""
"EU25TOTALS","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL","11,293,612,805",""
"EU27TOTALS","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL","11,345,927,022",""
"Cyprus","Jan.-Dec. 2010","31021000","Kitchen furniture","PRODVAL","0",""
"France","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","221,472,331",""
"Netherlands","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","38,598,000",""
"Germany","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","231,248,496",""
"Italy","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","158,820,000",""
"United Kingdom","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","194,761,261",""
"Ireland","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","7,233,000",""
"Denmark","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","1,702,228",""
"Greece","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL",":",""
"Portugal","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","10,640",""
"Spain","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","165,664,520",""
"Belgium","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","53,911,101",""
"Luxemburg","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","0",""
"Iceland","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","0",""
"Norway","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL",":",""
"Sweden","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","92,491,376",""
"Finland","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","13,591,060",""
"Austria","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","19,349,700",""
"Malta","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","0",""
"Estonia","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","1,806,335",""
"Latvia","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL",":",""
"Lithuania","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","588,826",""
"Poland","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","30,583,123",""
"Czech Republic","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","1,854,928",""
"Slovakia","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL",":",""
"Hungary","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","3,017,373",""
"Romania","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL",":",""
"Bulgaria","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","5,707,128",""
"Slovenia","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL",":",""
"Croatia","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","22,787,505",""
"EU25TOTALS","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","1,242,436,593",""
"EU27TOTALS","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","1,249,036,593",""
"Cyprus","Jan.-Dec. 2010","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","0",""
"France","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","160,526,375",""
"Netherlands","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","7,946,000",""
"Germany","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","11,737,590",""
"Italy","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","199,468,000",""
"United Kingdom","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","7,447,776",""
"Ireland","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Denmark","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","696,360",""
"Greece","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","13,213,775",""
"Portugal","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","7,419,011",""
"Spain","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","22,034,992",""
"Belgium","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Luxemburg","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Iceland","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Norway","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Sweden","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Finland","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","581,700",""
"Austria","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","9,301,600",""
"Malta","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Estonia","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","724,950",""
"Latvia","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Lithuania","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","3,997",""
"Poland","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","4,734,448",""
"Czech Republic","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","17,992,920",""
"Slovakia","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Hungary","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","1,169,326",""
"Romania","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
