"DECL","PERIOD","PRCCODE","PRCCODE_LABEL","INDICATORS","Value","Flag and Footnotes"
"Czech Republic","Jan.-Dec. 2017","31011110","Office metal drawing tables (excluding those designed/fitted with machines or instruments as part of the table)","PRODVAL",":",""
"Slovakia","Jan.-Dec. 2017","31011110","Office metal drawing tables (excluding those designed/fitted with machines or instruments as part of the table)","PRODVAL",":",""
"Hungary","Jan.-Dec. 2017","31011110","Office metal drawing tables (excluding those designed/fitted with machines or instruments as part of the table)","PRODVAL",":",""
"Romania","Jan.-Dec. 2017","31011110","Office metal drawing tables (excluding those designed/fitted with machines or instruments as part of the table)","PRODVAL",":",""
"Bulgaria","Jan.-Dec. 2017","31011110","Office metal drawing tables (excluding those designed/fitted with machines or instruments as part of the table)","PRODVAL",":",""
"Slovenia","Jan.-Dec. 2017","31011110","Office metal drawing tables (excluding those designed/fitted with machines or instruments as part of the table)","PRODVAL",":",""
"Croatia","Jan.-Dec. 2017","31011110","Office metal drawing tables (excluding those designed/fitted with machines or instruments as part of the table)","PRODVAL",":",""
"EU25TOTALS","Jan.-Dec. 2017","31011110","Office metal drawing tables (excluding those designed/fitted with machines or instruments as part of the table)","PRODVAL",":",""
"EU27TOTALS","Jan.-Dec. 2017","31011110","Office metal drawing tables (excluding those designed/fitted with machines or instruments as part of the table)","PRODVAL",":",""
"Cyprus","Jan.-Dec. 2017","31011110","Office metal drawing tables (excluding those designed/fitted with machines or instruments as part of the table)","PRODVAL",":",""
"France","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Netherlands","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Germany","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Italy","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"United Kingdom","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Ireland","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Denmark","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Greece","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Portugal","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Spain","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Belgium","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Luxemburg","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Iceland","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Norway","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Sweden","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Finland","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Austria","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Malta","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Estonia","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Latvia","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Lithuania","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Poland","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Czech Republic","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Slovakia","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Hungary","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Romania","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Bulgaria","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Slovenia","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Croatia","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"EU25TOTALS","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"EU27TOTALS","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"Cyprus","Jan.-Dec. 2017","31011140","Metal furniture of a kind used in offices, of a height <= 80 cm","PRODVAL",":",""
"France","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Netherlands","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Germany","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Italy","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"United Kingdom","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Ireland","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Denmark","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Greece","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Portugal","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Spain","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Belgium","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Luxemburg","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Iceland","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Norway","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Sweden","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Finland","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Austria","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Malta","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Estonia","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Latvia","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Lithuania","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Poland","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Czech Republic","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Slovakia","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Hungary","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Romania","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Bulgaria","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Slovenia","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Croatia","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"EU25TOTALS","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"EU27TOTALS","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"Cyprus","Jan.-Dec. 2017","31011170","Metal furniture of a kind used in offices, of a height > 80 cm","PRODVAL",":",""
"France","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL","204,059,482",""
"Netherlands","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL","123,318,000",""
"Germany","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL","1,123,334,305",""
"Italy","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL","1,602,973,000",""
"United Kingdom","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL","484,314,508",""
"Ireland","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL","26,188,000",""
"Denmark","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL","95,336,757",""
"Greece","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL","9,930,086",""
"Portugal","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL","108,222,529",""
"Spain","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL","113,702,474",""
"Belgium","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL","12,147,425",""
"Luxemburg","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL","0",""
"Iceland","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL",":",""
"Norway","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL","12,642,758",""
"Sweden","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL",":",""
"Finland","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL","106,486,903",""
"Austria","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL","101,219,300",""
"Malta","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL","0",""
"Estonia","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL","8,321,660",""
"Latvia","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL","15,301,296",""
"Lithuania","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL","106,026,727",""
"Poland","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL","211,953,864",""
"Czech Republic","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL","94,799,248",""
"Slovakia","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL","38,734,546",""
"Hungary","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL","26,159,646",""
"Romania","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL","20,582,667",""
"Bulgaria","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL","21,142,499",""
"Slovenia","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL","20,258,152",""
"Croatia","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL","12,581,735",""
"EU25TOTALS","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL",":",""
"EU27TOTALS","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL",":",""
"Cyprus","Jan.-Dec. 2017","31011200","Wooden furniture of a kind used in offices","PRODVAL","0",""
"France","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL","489,766,127",""
"Netherlands","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL","209,314,000",""
"Germany","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL","1,340,554,814",""
"Italy","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL","10,083,000",""
"United Kingdom","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL","276,375,375",""
"Ireland","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL","31,331,000",""
"Denmark","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL","52,269,648",""
"Greece","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL","14,680,372",""
"Portugal","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL",":",""
"Spain","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL","447,987,977",""
"Belgium","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL","54,964,010",""
"Luxemburg","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL","0",""
"Iceland","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL",":",""
"Norway","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL",":",""
"Sweden","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL","45,064,504",""
"Finland","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL","67,575,980",""
"Austria","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL","14,810,400",""
"Malta","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL","0",""
"Estonia","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL","23,509,561",""
"Latvia","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL","18,332,227",""
"Lithuania","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL","45,323,462",""
"Poland","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL","109,714,517",""
"Czech Republic","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL","32,181,911",""
"Slovakia","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL",":",""
"Hungary","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL","20,305,611",""
"Romania","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL","22,176,550",""
"Bulgaria","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL","28,873,464",""
"Slovenia","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL","4,528,048",""
"Croatia","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL","14,145,923",""
"EU25TOTALS","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL",":",""
"EU27TOTALS","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL",":",""
"Cyprus","Jan.-Dec. 2017","31011300","Wooden furniture for shops","PRODVAL","0",""
"France","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL","845,029,306",""
"Netherlands","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL","194,359,000",""
"Germany","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL","4,365,909,285",""
"Italy","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL","2,716,309,000",""
"United Kingdom","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL","1,695,834,236",""
"Ireland","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL","139,019,000",""
"Denmark","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL","410,936,332",""
"Greece","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL","17,025,259",""
"Portugal","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL","139,295,462",""
"Spain","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL","384,671,981",""
"Belgium","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL","211,048,164",""
"Luxemburg","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL","0",""
"Iceland","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL","20,070,840",""
"Norway","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL","137,082,234",""
"Sweden","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL","428,460,317",""
"Finland","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL","289,181,750",""
"Austria","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL","172,085,800",""
"Malta","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL","0",""
"Estonia","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL","42,602,900",""
"Latvia","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL","9,149,824",""
"Lithuania","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL","30,964,534",""
"Poland","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL","232,675,805",""
"Czech Republic","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL","48,291,727",""
"Slovakia","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL","14,572,706",""
"Hungary","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL","30,056,726",""
"Romania","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL","49,367,515",""
"Bulgaria","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL","28,946,891",""
"Slovenia","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL","23,560,725",""
"Croatia","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL","20,572,781",""
"EU25TOTALS","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL",":",""
"EU27TOTALS","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL",":",""
"Cyprus","Jan.-Dec. 2017","31021000","Kitchen furniture","PRODVAL","0",""
"France","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","199,001,809",""
"Netherlands","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL",":",""
"Germany","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","159,646,502",""
"Italy","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","93,763,000",""
"United Kingdom","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","299,152,475",""
"Ireland","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","9,559,000",""
"Denmark","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","35,253,811",""
"Greece","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","1,033,467",""
"Portugal","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","0",""
"Spain","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","170,351,945",""
"Belgium","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","68,779,580",""
"Luxemburg","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","0",""
"Iceland","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","0",""
"Norway","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","0",""
"Sweden","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","67,015,807",""
"Finland","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","12,102,231",""
"Austria","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","13,955,600",""
"Malta","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","0",""
"Estonia","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","1,275,053",""
"Latvia","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL",":",""
"Lithuania","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","37,574,121",""
"Poland","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","52,708,527",""
"Czech Republic","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL",":",""
"Slovakia","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL",":",""
"Hungary","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","988,538",""
"Romania","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","2,014,921",""
"Bulgaria","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","12,577,462",""
"Slovenia","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL",":",""
"Croatia","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","54,811,062",""
"EU25TOTALS","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL",":",""
"EU27TOTALS","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL",":",""
"Cyprus","Jan.-Dec. 2017","31031100","Mattress supports (including wooden or metal frames fitted with springs or steel wire mesh, upholstered mattress bases, with wooden slats, divans)","PRODVAL","0",""
"France","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","66,891,432",""
"Netherlands","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Germany","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","14,737,020",""
"Italy","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","174,136,000",""
"United Kingdom","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","11,680,564",""
"Ireland","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Denmark","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","7,355,551",""
"Greece","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","18,660,786",""
"Portugal","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Spain","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","43,914,714",""
"Belgium","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","14,113,955",""
"Luxemburg","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Iceland","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Norway","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Sweden","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Finland","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","2,575,330",""
"Austria","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","7,574,300",""
"Malta","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Estonia","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","221,120",""
"Latvia","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Lithuania","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Poland","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","2,522,199",""
"Czech Republic","Jan.-Dec. 2017","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","26,003,761",""
